psraid,sample,ilang,cregion,usr,presapproval,presapprovestrength,countrydirection,approverace,approveeconomy,approvehealthcare,approveclimate,approveforeign,obamatough,approverepublicans,approvedemocrats,approvesupremecourt,approvecongress,supremecourtideology,supremecourtpower,equalrights,militarydiplomacy,racismproblem,knowirandeal,approveirandeal,relationshipirandeal,extremerepdem,peoplelikemerepdem,managegovrepdem,governsrepdem,immigrationrepdem,economyrepdem,terroristrepdem,environmentrepdem,abortionrepdem,taxesrepdem,foreignrepdem,healthcarerepdem,educationrepdem,deficitrepdem,gunsrepdem,approveaca,samesexmarriage,gunrights,owngun,approvesyria,groundtroopssyria,successsyria,approvecuba,approveendingembarago,knowconfederate,approveconfederate,rightconfederate,sex,age,education,hispanic,racecmb,religion,attend,income,registered,party,ideology,teaparty2,hh1,hh3,weight
201373,2,1,3,2,2,2,2,1,1,2,1,,2,4,2,2,4,3,,2,5,1,1,2,2,1,2,4,4,1,,,,,,1,4,2,1,2,2,3,2,4,1,2,4,1,,1,3,1,1,61,8,2,1,1,2,5,1,,3,2,2,2,1.393939393939394
204334,2,2,3,2,1,,2,2,1,2,1,,3,4,1,,3,1,3,2,2,1,3,,1,1,2,2,2,2,2,2,2,2,2,,,,,,1,4,2,4,1,1,,1,1,3,3,,1,75,3,1,5,1,1,1,1,2,2,3,3,3,3.515151515151515
100394,1,1,2,2,1,1,2,1,1,1,1,1,3,4,2,2,4,2,3,2,2,1,2,1,3,1,2,2,2,2,4,2,2,2,2,,,,,,1,,1,4,2,2,3,1,1,1,3,1,2,21,4,2,1,1,6,3,1,3,3,2,2,2,2.696969696969697
101505,1,1,4,2,2,2,2,1,1,2,,2,2,2,2,3,3,3,1,2,2,2,2,1,3,1,2,2,4,1,,,,,,1,1,2,1,1,1,3,2,2,2,1,2,1,1,1,3,1,2,74,6,2,1,2,1,3,1,3,2,2,2,2,1.242424242424242
201757,2,1,4,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,,,,,,2,1,1,2,1,1,3,2,4,2,1,3,2,1,1,3,2,1,57,3,1,5,12,2,2,3,3,3,3,1,,4.121212121212121
103288,1,1,3,2,2,1,2,2,2,2,2,2,2,2,3,3,3,1,1,2,2,1,2,2,3,2,1,1,1,1,1,1,1,1,1,,,,,,2,3,1,1,1,2,2,1,1,2,3,2,1,56,5,2,1,1,2,6,1,1,2,2,2,2,3.121212121212121
100664,1,1,4,2,1,1,,1,,1,1,1,,4,2,2,4,1,3,2,2,1,2,1,3,1,2,2,2,,2,4,2,2,2,,,,,,1,1,2,1,1,1,,1,1,1,,1,1,81,8,2,1,12,6,,1,2,5,2,2,2,1.242424242424242
102873,1,1,3,2,1,1,2,,1,1,,,,4,1,,4,3,,1,1,1,1,,3,1,2,2,2,2,1,2,2,2,,,,,,,1,4,2,1,1,2,,1,1,1,2,1,1,73,4,2,2,1,1,4,1,2,2,2,2,2,3.333333333333334
203548,2,1,1,2,1,2,2,1,1,1,1,1,3,4,2,2,4,1,3,2,2,1,1,1,3,1,2,2,4,2,,,,,,2,2,2,2,2,1,1,1,,1,2,3,1,1,1,2,1,2,60,6,2,1,12,6,9,1,3,5,2,2,2,2.303030303030303
204989,2,1,3,2,1,1,1,1,1,,1,1,2,2,3,1,3,2,3,2,2,2,1,1,3,1,1,2,1,2,1,1,2,2,1,,,,,,1,1,2,4,1,2,1,1,1,1,3,1,1,21,4,2,1,2,5,9,1,3,3,2,3,3,4.484848484848484
202473,2,1,3,2,2,1,1,2,2,2,2,2,2,1,3,3,3,2,1,1,2,2,2,,,,1,1,1,1,1,1,1,1,1,,,,,,2,3,2,4,,,,1,1,1,1,1,2,82,3,1,1,1,2,5,1,1,2,3,2,2,2.242424242424242
201268,2,1,4,2,2,1,2,2,2,2,,2,2,3,4,3,4,3,3,1,1,2,2,2,2,2,1,1,1,1,,,,,,1,1,1,1,1,2,3,1,1,1,1,3,1,1,1,3,2,1,58,3,2,1,2,4,5,1,1,1,1,3,3,3.121212121212121
204172,2,2,3,2,,,1,,1,1,,2,2,1,1,1,1,1,3,5,2,,3,2,,1,1,2,1,1,1,1,1,1,1,,,,,,1,2,2,4,1,1,1,2,1,1,2,1,1,30,1,1,2,2,5,2,3,4,2,3,8,2,3.151515151515151
205054,2,1,3,2,1,2,2,1,1,2,1,1,3,3,2,2,3,2,3,2,2,1,2,1,3,1,4,4,4,1,,,,,,1,1,3,1,1,1,1,2,4,1,2,2,1,1,1,3,1,2,29,6,2,4,12,4,3,1,3,4,2,4,2,3.242424242424243
101631,1,1,4,2,1,2,2,1,2,2,1,1,3,3,2,3,3,,3,2,2,2,1,1,3,1,2,4,4,4,,,,,,4,2,4,1,4,2,1,2,4,2,2,3,1,1,1,3,1,1,83,6,2,1,1,4,6,1,3,2,2,2,2,1.333333333333333
101768,1,1,3,2,2,1,2,,,2,,2,2,3,,,4,,3,,1,1,1,2,3,3,2,4,4,2,2,1,,,,,,,,,2,2,1,2,,1,3,1,1,1,3,1,1,57,6,2,1,1,4,5,1,3,3,2,2,2,1.545454545454545
101508,1,1,1,2,2,2,2,1,2,2,2,1,3,4,3,4,4,1,3,2,2,1,1,1,1,1,4,2,2,2,,,,,,2,2,2,4,2,2,2,2,1,1,2,2,1,1,1,2,1,1,58,8,2,1,2,3,,2,3,5,2,8,3,2.090909090909091
203558,2,1,1,2,2,2,2,2,2,1,1,1,2,4,3,2,4,2,3,2,1,1,3,2,3,1,2,2,2,1,,,,,,1,1,1,1,1,1,1,2,4,1,2,3,1,1,2,3,1,2,53,5,1,1,12,6,7,1,2,5,2,1,,4
202222,2,1,1,2,2,1,2,2,,2,,2,2,3,3,2,2,3,2,5,1,3,1,1,1,2,1,1,2,4,,,,,,3,3,3,4,4,2,,,1,1,1,3,1,1,1,3,2,1,70,4,2,1,2,5,9,2,3,3,3,5,4,3.484848484848484
200595,2,1,2,2,1,1,1,1,1,1,1,1,3,4,2,1,3,3,3,2,2,1,1,1,1,1,2,1,2,1,,,,,,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,23,6,2,1,7,5,4,2,3,4,2,2,2,1.909090909090909
207189,2,2,4,2,2,2,2,1,1,1,,1,2,4,2,4,2,3,1,2,2,2,2,,3,1,2,2,2,2,2,1,2,1,2,,,,,,1,3,2,4,1,2,2,1,1,2,3,1,1,42,3,1,1,13,1,3,3,3,2,3,4,2,6.727272727272728
204066,2,1,1,2,1,2,2,1,1,1,2,1,2,3,2,2,3,3,3,2,1,2,1,1,3,1,2,4,2,1,2,1,2,2,2,,,,,,1,1,,1,1,2,3,1,1,1,2,1,1,72,8,2,1,1,5,6,1,3,3,2,2,2,1.575757575757576
103324,1,1,4,2,1,2,1,1,1,2,,1,,,,,,3,,1,1,4,2,,3,2,1,3,1,2,,,,1,,,,,,,2,4,2,4,1,1,2,,1,1,,,2,40,6,2,3,1,2,8,3,1,2,3,4,3,4
100675,1,1,4,2,2,1,2,,2,2,2,2,1,3,3,3,3,3,1,1,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,2,4,1,2,1,1,3,1,1,3,3,,2,22,2,2,1,1,1,,2,3,3,1,8,8,6.393939393939394
205716,2,1,2,2,2,1,2,2,2,2,2,2,2,4,4,3,3,3,,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,,,,,,2,3,1,3,1,2,3,2,2,1,3,2,1,47,5,2,1,2,2,8,1,3,3,1,2,2,2.818181818181818
201200,2,1,2,2,2,1,2,2,2,2,2,2,2,3,3,2,3,1,3,1,,4,1,2,2,2,1,1,1,1,,,,,,1,1,,1,1,2,3,1,1,2,1,2,1,1,1,3,1,1,85,4,2,1,2,5,9,1,1,3,3,2,2,2.03030303030303
205703,2,1,3,2,1,1,2,1,1,1,,1,3,3,2,2,3,2,3,2,2,1,2,1,3,1,2,2,2,2,,,,,,2,2,2,2,1,1,4,1,3,1,2,1,1,1,2,3,1,1,55,4,2,2,13,2,7,1,2,2,3,2,2,1.757575757575757
203405,2,1,4,2,2,1,2,2,2,2,2,2,2,3,4,4,2,2,1,1,1,2,2,2,2,2,4,1,1,1,,,,,,1,1,1,1,1,1,4,1,4,2,1,4,1,1,1,3,1,1,60,6,2,1,3,2,9,1,3,1,1,2,2,1.454545454545454
101975,1,1,3,2,1,1,1,2,1,1,,1,3,3,3,2,4,1,3,2,2,1,1,,1,1,2,2,2,1,2,2,2,1,1,,,,,,1,4,2,4,1,2,2,1,1,1,2,1,1,59,8,1,4,13,6,7,1,3,3,2,2,2,1.090909090909091
206030,2,1,3,2,2,1,2,2,2,2,2,2,2,,,,3,2,1,1,1,2,3,,,3,4,4,,,,,,,,,4,,4,,2,3,1,4,,1,,1,2,1,3,2,2,59,3,2,1,13,3,7,1,3,2,3,1,,3.787878787878788
203388,2,2,4,2,1,2,1,1,2,1,1,2,3,3,3,3,3,2,1,2,2,1,2,1,3,2,1,1,4,1,1,2,1,2,1,,,,,,1,4,2,4,2,2,2,1,1,3,3,2,2,18,2,1,5,13,1,1,3,1,4,3,4,3,6.393939393939394
102417,1,1,2,2,2,1,2,2,2,2,2,2,2,1,4,4,2,3,1,1,2,1,1,,1,2,1,1,1,1,1,1,1,4,1,,,,,,2,4,1,2,1,1,2,1,2,1,1,2,2,67,5,2,1,2,2,5,1,1,2,3,2,2,2.121212121212121
101204,1,1,4,2,2,1,2,2,2,2,2,2,2,,4,3,3,2,3,2,1,1,1,2,2,2,4,3,4,4,,,,,,4,4,4,4,4,2,3,1,3,1,1,2,1,1,1,2,1,2,80,5,2,1,2,3,3,3,3,2,3,1,,2.787878787878788
100911,1,1,3,2,2,1,2,1,2,2,2,2,1,4,2,3,4,2,1,2,2,1,2,2,3,2,2,2,2,2,,,,,,2,2,2,2,2,2,4,2,4,2,2,2,2,2,1,3,2,2,87,4,2,1,1,3,2,1,2,3,3,1,,1.121212121212121
204679,2,1,4,2,2,1,2,2,2,2,,,,2,3,,4,3,1,2,,2,2,,3,2,1,1,1,,,,,,,,,,1,,2,4,1,3,,2,,1,1,2,3,2,1,75,3,2,1,3,2,4,1,3,3,3,2,2,4.060606060606061
103119,1,1,3,2,2,1,2,2,2,2,2,2,,2,4,2,3,2,3,1,1,,1,2,2,2,4,1,1,1,,,,,,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,3,2,1,72,3,2,1,2,2,,1,3,1,1,1,,1.878787878787879
205157,2,1,1,2,1,1,2,1,1,1,1,1,3,4,1,3,4,2,3,2,2,2,1,1,1,1,2,2,2,2,,,,,,2,2,2,2,2,1,2,2,4,1,2,2,1,1,1,2,1,1,42,6,2,2,12,5,6,3,3,3,2,5,4,2.424242424242424
101257,1,1,1,2,1,1,1,1,1,1,1,1,3,4,2,2,3,2,3,1,2,1,2,1,1,1,2,4,4,4,,,,,,2,2,2,2,2,1,3,2,4,1,2,2,1,1,1,3,1,1,67,3,2,1,2,6,2,3,3,3,2,1,,4.939393939393939
202345,2,1,3,2,2,1,2,2,2,2,2,2,2,2,3,1,4,2,3,2,5,2,1,2,2,1,4,1,1,1,1,2,2,4,1,,,,,,2,1,1,4,2,1,2,1,1,1,3,2,2,25,6,2,1,12,5,8,1,3,3,3,2,1,3.181818181818182
200689,2,1,2,2,1,1,1,2,1,1,1,1,2,3,1,2,3,2,3,2,2,1,3,1,1,1,2,2,2,2,1,2,2,2,2,,,,,,1,1,2,4,,2,2,1,1,1,2,1,2,18,3,2,1,12,5,5,2,2,5,2,3,3,4.969696969696969
206704,2,1,1,2,2,1,2,2,2,2,2,2,2,2,4,3,3,2,3,1,1,2,1,2,2,2,1,1,1,1,,,,,,1,1,1,1,1,2,2,1,3,1,1,4,2,1,1,3,1,2,45,6,2,1,2,5,8,1,1,2,1,5,2,3.545454545454545
200113,2,2,1,2,1,1,1,1,1,1,1,1,,2,,3,2,1,1,2,2,1,3,,1,1,1,,1,,,,,,,,,,,,1,,2,4,2,2,,,,3,,,1,24,2,1,5,12,5,3,3,3,,3,5,3,4
101072,1,1,2,2,1,1,,1,1,1,1,1,3,3,2,2,1,2,3,2,5,2,2,1,3,1,2,2,3,3,3,2,,2,1,,,,,,1,2,2,4,1,2,2,1,1,2,3,1,1,80,3,2,4,1,4,,1,2,3,3,2,2,2.666666666666667
205089,2,1,3,2,2,1,2,2,2,2,2,2,2,1,4,2,2,3,3,2,2,2,2,1,3,2,2,1,4,1,,,,,,1,1,1,1,1,2,2,2,4,1,2,2,1,1,1,1,2,2,55,8,2,1,13,4,6,1,1,3,3,2,2,1.848484848484848
100450,1,1,2,2,,,,,,,,,,,3,,,,,,,2,3,,,,,,,,,,,,,,,,,,,4,,2,,,,,1,3,3,1,2,34,1,2,1,13,2,,3,4,1,3,7,2,6.727272727272728
201802,2,1,2,2,1,2,1,1,1,1,2,1,1,4,1,2,3,2,3,2,2,1,3,,,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,4,,,2,1,1,1,2,1,2,23,8,2,1,13,4,1,1,2,3,2,3,3,2.272727272727273
207590,2,1,4,2,1,1,1,1,1,2,1,1,3,3,2,2,3,2,3,1,2,2,2,1,3,2,2,2,2,2,2,1,2,2,1,,,,,,1,1,1,3,1,1,2,1,1,1,2,1,1,22,5,2,1,9,5,6,1,3,4,3,4,2,2.727272727272727
204189,2,1,1,2,1,1,1,,1,1,,1,3,4,2,2,3,2,3,2,2,2,1,1,3,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,4,1,2,3,1,1,1,2,1,1,35,6,2,1,12,6,7,3,2,4,2,2,2,3.818181818181818
203099,2,1,1,2,1,1,2,1,1,,1,2,3,1,2,4,4,2,3,2,5,2,1,,,1,2,2,3,1,,,,,,,2,2,2,,1,4,1,4,1,1,1,1,1,2,2,2,1,36,4,2,1,6,4,9,1,3,2,3,5,2,3.666666666666667
205505,2,1,3,2,2,2,2,1,2,2,2,2,2,2,3,3,4,2,3,2,1,3,2,1,3,1,1,1,1,1,1,1,2,1,1,,,,,,2,3,1,4,1,2,3,1,1,1,3,1,1,45,6,2,1,1,5,7,1,3,2,1,2,2,2.515151515151515
203022,2,1,1,2,2,2,2,2,2,2,1,1,3,2,3,3,3,2,3,1,2,4,2,1,1,3,4,1,4,1,,,,,,2,4,1,1,1,2,2,1,1,1,2,2,1,1,2,3,2,1,40,8,2,3,9,6,9,1,3,2,1,2,2,3
101294,1,1,3,2,,,2,2,2,,1,,2,3,3,2,3,2,3,5,5,1,2,2,3,4,4,4,4,3,3,3,1,3,3,,,,,,2,,1,1,2,2,3,1,1,1,3,2,1,45,4,2,4,12,4,8,1,3,,1,4,4,2.909090909090909
208017,2,1,4,2,2,1,2,2,2,2,2,2,2,3,4,4,3,3,1,1,5,2,1,2,2,3,1,4,4,4,,,,,,4,4,4,4,1,2,4,1,,,,,2,2,2,3,2,2,,6,2,1,12,5,9,1,,2,1,2,2,2.787878787878788
206756,2,1,3,2,2,1,2,2,2,2,2,2,2,3,4,4,4,3,1,1,1,2,1,2,2,2,4,4,4,4,4,1,1,1,1,,,,,,2,4,1,1,1,2,2,2,2,1,3,2,1,41,8,2,4,1,2,8,1,1,2,1,5,2,1.363636363636364
200337,2,1,1,2,1,1,,1,1,,1,1,2,3,1,1,2,1,3,2,2,1,2,,3,1,2,1,2,3,2,3,2,3,3,,,,,,,2,1,1,,2,2,1,1,1,3,1,2,67,5,2,1,1,4,5,1,3,2,3,3,1,1.545454545454545
203536,2,2,3,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,,,,,,2,2,2,2,1,1,1,2,4,1,1,2,1,2,1,2,1,2,32,7,1,1,2,2,3,3,2,3,3,5,4,3.909090909090909
203803,2,1,2,2,2,2,2,,,2,1,1,2,,3,2,3,2,3,1,5,2,2,1,3,4,4,4,4,4,,,,,,4,4,4,4,1,2,3,1,4,1,1,2,1,1,2,3,1,2,62,6,2,1,1,3,6,1,3,3,3,2,2,2.181818181818182
102857,1,1,3,2,1,1,1,1,1,1,1,1,3,4,1,1,4,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,4,2,4,1,1,2,1,1,1,1,1,2,55,4,2,2,1,2,3,1,1,1,3,1,,3.696969696969697
206906,2,1,3,2,2,2,2,1,2,2,1,1,3,3,3,3,3,2,3,2,2,1,1,1,3,2,1,,,3,,,,,,3,3,3,1,1,2,3,2,4,1,2,2,1,1,1,2,1,1,33,8,2,1,1,2,7,3,3,3,2,5,2,2.333333333333334
208601,2,1,1,2,2,1,2,2,2,2,2,2,2,4,4,3,4,2,1,1,5,3,2,2,2,3,1,4,4,1,4,4,,,4,,,,,,2,,1,1,1,2,4,1,2,1,1,2,1,52,1,,,12,6,3,1,3,2,1,1,,6.727272727272728
202007,2,1,2,2,2,1,2,2,2,2,2,2,2,1,4,2,3,3,2,2,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,,,,,,2,3,2,2,1,1,3,2,2,1,3,2,2,50,6,2,1,1,3,7,1,1,3,3,6,2,2.424242424242424
201301,2,1,4,2,1,,2,,2,1,,,3,,,4,4,1,3,,1,2,3,,3,1,1,4,1,2,4,1,2,1,2,,,,,,1,4,1,3,1,1,1,1,1,2,3,,1,25,4,2,3,13,1,,1,3,2,3,5,4,4.454545454545454
102776,1,1,3,2,1,1,1,1,1,1,1,1,3,4,1,2,4,2,3,2,2,1,1,1,1,1,2,2,2,2,,,,,,2,2,2,2,2,1,1,2,1,2,2,4,1,1,1,3,1,2,66,6,2,1,1,2,7,1,2,4,2,1,,1.121212121212121
205376,2,1,2,2,2,1,2,2,2,2,1,,2,2,4,4,3,3,1,2,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,,,,,,2,2,1,4,1,1,,,1,1,3,2,2,29,4,2,1,2,4,2,3,1,2,3,2,2,5.696969696969696
205638,2,1,3,2,1,1,1,1,1,1,,1,3,4,2,1,4,2,3,2,2,2,1,,3,1,2,2,2,2,,,,,,2,2,4,2,2,1,1,2,2,1,1,3,1,1,1,2,1,1,51,8,2,1,1,3,8,1,2,5,2,3,3,1.787878787878788
102277,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,3,3,2,1,2,2,2,2,2,3,1,1,2,1,1,2,1,2,2,1,,,,,,2,3,2,4,2,2,2,2,2,3,1,2,2,80,3,2,1,2,2,3,1,,2,3,2,2,2.454545454545455
204978,2,1,4,2,1,1,1,1,1,1,2,2,1,1,1,3,1,3,1,2,2,1,2,2,2,1,1,1,4,4,3,1,4,1,3,,,,,,1,3,2,4,1,2,3,1,1,2,3,,1,50,8,2,,12,4,6,3,3,3,3,6,3,2.060606060606061
102950,1,1,4,2,2,1,2,2,2,2,2,2,2,4,4,4,4,2,3,1,1,1,2,,3,2,1,4,4,4,,,,,,4,4,4,4,4,2,4,1,4,1,1,1,1,1,1,3,2,2,69,7,2,1,1,5,6,1,1,2,1,2,2,1.787878787878788
208562,2,1,1,2,2,2,2,2,2,2,1,2,2,4,4,2,4,1,3,5,1,1,1,2,3,1,4,1,4,2,4,4,2,2,,,,,,,2,2,,1,1,2,3,1,1,1,3,1,1,66,6,2,1,12,6,9,3,3,3,2,4,4,1.939393939393939
203121,2,1,3,2,,,2,,2,1,,2,2,3,3,4,3,,1,1,1,1,3,,3,,1,,,2,,,,,,,1,,2,1,1,3,1,1,2,,3,,,3,3,2,2,37,3,2,1,1,3,3,1,3,1,3,4,2,6
100031,1,1,3,2,2,1,2,,2,2,2,2,2,4,4,1,4,3,1,1,5,1,3,,2,3,3,4,4,4,,,,,,3,2,4,3,,2,,1,2,2,2,4,,2,1,3,2,2,63,3,2,1,9,4,2,3,4,,,1,,3.909090909090909
100626,1,1,2,2,1,1,1,1,1,1,1,1,3,4,1,2,4,1,3,2,2,2,1,1,1,1,2,2,2,2,,,,,,2,2,2,2,2,1,1,2,4,1,2,1,1,1,1,2,1,2,63,4,2,1,2,3,5,1,2,4,2,2,2,2.303030303030303
100505,1,1,4,2,1,1,2,1,1,1,1,1,3,4,2,4,4,,1,,2,1,1,1,1,1,2,2,4,3,2,2,2,,,,,,,,1,3,1,3,,2,2,,,1,3,1,2,85,4,2,1,3,2,,1,3,3,2,2,2,2.575757575757576
208848,2,1,4,2,2,1,2,,2,2,,1,3,2,3,,2,,3,2,,1,3,,2,2,1,1,1,1,1,1,1,1,1,,,,,,2,4,,4,2,,3,,2,2,2,1,2,51,4,2,,5,6,,,1,,,,,5.090909090909091
100210,1,1,1,2,2,1,2,2,2,2,2,2,2,2,4,3,4,2,3,1,5,,1,2,3,3,4,4,4,4,,,,,,4,4,4,4,4,2,4,1,1,1,1,1,1,1,1,3,2,1,69,3,2,1,2,2,3,1,3,2,3,2,2,3.545454545454545
200232,2,1,1,2,2,2,,1,1,1,2,2,2,3,3,4,4,2,3,1,2,2,2,,3,1,2,2,2,1,,,,,,2,2,2,1,1,1,1,2,4,1,2,,1,1,1,2,1,1,26,6,2,1,12,5,8,3,3,4,2,2,2,2.939393939393939
102509,1,1,2,2,1,2,1,1,1,2,1,1,3,2,1,3,3,2,1,2,2,1,2,1,2,2,1,2,2,1,,,,,,1,2,1,1,2,1,2,2,4,1,2,3,1,1,1,3,,2,50,5,2,1,1,5,5,1,3,2,3,2,2,2.545454545454545
102914,1,1,3,2,2,1,2,,1,2,2,2,2,4,4,4,4,2,3,2,1,2,1,1,3,4,4,4,4,4,2,4,4,4,2,,,,,,2,3,2,1,1,2,4,1,1,1,3,1,1,68,3,2,1,1,2,6,1,3,2,3,2,2,2.181818181818182
203037,2,1,1,2,1,1,1,1,1,2,1,1,2,4,2,2,,3,1,2,2,1,2,2,2,1,2,2,4,4,,,,,,2,4,4,2,4,2,2,1,4,2,2,2,1,1,1,3,2,2,56,6,2,1,12,6,8,1,2,2,,4,4,2.787878787878788
206443,2,1,2,2,2,1,2,2,2,2,2,2,2,4,4,4,4,2,1,2,1,2,1,2,3,2,4,,1,1,,,,,,1,1,1,1,1,2,2,1,,2,1,4,2,2,1,3,1,1,49,6,2,1,2,3,,1,3,1,1,3,2,1.454545454545454
205865,2,1,3,2,2,1,2,2,2,2,2,2,2,3,4,3,3,3,3,,1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,,,,,,2,4,1,1,1,1,3,2,2,2,3,2,1,54,6,2,1,1,1,8,1,1,1,1,2,2,1.363636363636364
100936,1,1,3,2,2,1,2,2,2,2,2,2,2,2,4,,4,2,2,2,2,4,2,2,3,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,1,1,,1,2,2,2,1,3,2,2,61,3,2,1,12,5,7,1,1,1,3,3,2,3.060606060606061
205261,2,1,3,2,1,2,2,1,2,1,2,2,3,4,,,,1,3,2,2,2,1,1,1,1,2,2,3,2,,,,,,2,2,2,2,2,1,3,1,4,2,1,3,1,1,1,3,1,2,35,8,2,1,6,2,8,3,3,3,2,,2,2
203837,2,1,1,2,1,1,2,,1,1,1,1,3,4,2,2,4,2,3,2,2,1,2,1,,1,2,2,2,2,2,2,2,2,2,,,,,,1,2,2,1,1,2,2,1,1,1,2,1,1,36,3,2,4,12,5,5,1,2,5,2,4,1,5.272727272727273
200462,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,2,1,2,2,2,2,2,1,1,1,1,,,,,,1,1,1,1,1,2,3,1,2,1,1,2,2,2,1,2,1,2,52,6,2,1,1,2,7,1,1,2,2,8,3,2.181818181818182
207717,2,2,4,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,1,1,,,,,,,,,,,,,,,,1,3,2,1,2,2,2,1,1,3,3,,1,45,1,1,5,2,3,6,3,3,,3,4,2,1.939393939393939
208133,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,3,3,3,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,,,,,,1,1,1,4,2,2,3,1,1,3,3,1,1,20,3,2,1,12,6,3,3,4,3,3,3,3,3.454545454545454
201146,2,1,3,2,2,1,2,2,2,2,2,2,2,3,4,4,4,3,3,1,1,3,2,,3,2,1,1,4,1,1,1,4,4,1,,,,,,2,4,1,3,1,1,3,1,1,1,3,2,1,44,6,2,1,13,3,8,1,1,1,3,2,2,2.696969696969697
100330,1,1,3,2,2,1,2,2,2,2,2,2,2,2,4,4,4,3,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,2,3,,4,1,1,3,2,,1,1,2,2,61,3,2,1,1,1,5,1,1,1,3,1,,1.424242424242424
203964,2,1,3,2,2,1,2,2,2,2,,2,2,3,4,3,3,3,1,2,5,2,1,,3,2,1,1,4,1,1,1,2,1,1,,,,,,2,4,2,4,1,1,3,1,1,1,3,1,1,45,8,2,1,1,1,7,1,3,2,3,4,3,2
200245,2,1,3,2,2,2,2,,1,1,,2,2,4,3,4,4,3,3,2,5,1,1,2,2,1,4,4,4,3,3,3,3,3,3,,,,,,1,3,2,4,2,2,1,2,2,1,2,1,1,53,3,2,2,13,1,7,1,3,3,2,3,2,4.999999999999999
202056,2,1,1,2,2,1,2,2,2,2,2,2,2,4,4,4,4,3,1,1,1,1,1,2,2,2,1,1,1,1,,,,,,1,1,1,1,1,2,,1,,1,2,3,2,2,1,3,1,1,54,6,2,1,12,5,,1,1,1,1,,,2.090909090909091
103282,1,1,2,2,2,1,2,2,2,2,2,2,2,,4,4,4,3,,1,1,,1,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,2,4,1,,1,1,,2,,1,1,2,2,70,5,2,1,1,2,7,1,1,2,3,2,2,2.090909090909091
100949,1,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,3,1,2,2,1,2,3,2,1,1,1,2,2,2,1,1,2,,,,,,2,2,1,2,1,,3,1,1,1,3,,2,73,5,2,1,1,1,,1,,2,3,2,2,2.090909090909091
204291,2,1,3,2,2,1,2,2,2,2,2,2,2,1,3,3,3,3,1,2,2,1,1,2,2,2,1,1,1,1,,,,,,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,46,8,2,1,2,3,9,2,1,2,3,2,2,2.818181818181818
201548,2,1,3,2,2,1,2,2,2,2,2,2,2,2,4,3,3,3,1,1,2,2,2,2,3,3,1,4,4,4,4,4,4,4,4,,,,,,2,3,1,3,1,1,2,2,1,1,3,2,2,59,8,2,1,1,2,7,3,1,2,3,2,2,1.454545454545454
200929,2,1,1,2,1,1,1,1,1,1,1,1,3,3,2,2,4,2,3,1,2,2,1,1,3,1,2,2,2,1,2,1,2,2,2,,,,,,1,1,2,1,1,1,3,1,1,1,3,1,1,52,8,2,1,10,5,8,1,1,3,2,4,2,2.242424242424242
202303,2,1,3,2,1,2,1,1,1,1,1,1,3,3,2,,3,3,3,1,2,2,1,1,1,1,2,2,,2,,2,2,2,2,,,,,,1,2,2,4,1,2,2,1,1,1,2,1,1,57,8,2,3,12,6,8,1,3,4,3,2,2,1
208449,2,1,4,2,2,1,1,2,2,1,2,2,2,2,3,2,1,2,3,1,1,3,1,2,3,1,2,1,1,1,,,,,,1,2,2,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,23,4,2,1,11,1,3,1,1,2,1,2,2,6.727272727272728
103132,1,1,1,2,1,1,2,1,1,1,1,1,2,4,3,2,4,2,3,1,2,1,3,,,1,2,2,2,2,2,,2,2,1,,,,,,1,1,2,4,1,2,2,1,1,2,3,1,1,42,6,2,1,12,5,7,1,2,4,3,5,2,2.242424242424242
203001,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,4,3,3,1,2,1,2,3,,,2,1,1,1,1,,,,,,1,1,1,1,1,2,4,1,4,1,1,2,2,2,3,2,2,2,40,4,2,1,1,1,6,1,1,1,3,6,2,4.121212121212121
