psraid,sample,ilang,cregion,usr,presapproval,presapprovestrength,countrydirection,approverace,approveeconomy,approvehealthcare,approveclimate,approveforeign,obamatough,approverepublicans,approvedemocrats,approvesupremecourt,approvecongress,supremecourtideology,supremecourtpower,equalrights,militarydiplomacy,racismproblem,knowirandeal,approveirandeal,relationshipirandeal,extremerepdem,peoplelikemerepdem,managegovrepdem,governsrepdem,immigrationrepdem,economyrepdem,terroristrepdem,environmentrepdem,abortionrepdem,taxesrepdem,foreignrepdem,healthcarerepdem,educationrepdem,deficitrepdem,gunsrepdem,approveaca,samesexmarriage,gunrights,owngun,approvesyria,groundtroopssyria,successsyria,approvecuba,approveendingembarago,knowconfederate,approveconfederate,rightconfederate,sex,age,education,hispanic,racecmb,religion,attend,income,registered,party,ideology,teaparty2,hh1,hh3,weight
100651,1,1,4,2,,,,1,,1,1,2,2,3,2,2,3,3,3,2,2,2,1,1,3,1,2,2,,,1,2,2,2,1,,,,,,1,1,2,4,1,2,2,1,1,1,2,1,2,77,4,2,1,12,6,6,1,3,3,2,1,,1.818181818181818
100049,1,1,3,2,1,1,,1,1,1,1,1,3,4,2,2,3,3,3,2,2,1,1,1,3,1,2,2,2,2,,,,,,2,2,2,2,2,1,4,1,1,1,2,2,1,1,1,2,1,1,62,3,2,2,13,1,3,1,2,2,2,2,2,2.242424242424242
200228,2,1,2,2,2,2,2,1,2,2,2,2,1,4,3,3,1,2,1,5,2,2,2,2,1,1,2,4,4,2,,,,,,2,4,2,4,1,2,3,1,1,1,2,3,1,1,2,3,,1,27,8,2,1,5,2,2,1,3,4,2,2,2,1.181818181818182
101447,1,1,3,2,1,2,,,,1,1,,3,3,3,2,4,2,3,1,2,2,2,1,3,,2,,3,2,,,,,,,2,,2,2,1,2,,1,,1,3,1,1,1,3,1,2,85,8,2,1,1,2,7,1,3,3,2,1,,1
100396,1,1,2,2,2,2,2,1,2,2,2,2,1,3,3,2,3,3,3,1,5,1,1,2,1,2,4,4,4,1,1,4,1,4,1,,,,,,2,2,1,3,1,2,4,1,1,1,3,1,1,47,8,2,1,2,2,8,3,3,2,1,4,2,1.333333333333333
207679,2,1,4,2,1,1,1,1,1,1,2,1,2,3,2,2,2,1,3,2,2,2,1,1,1,1,2,2,4,2,2,3,2,2,2,,,,,,1,1,2,4,1,1,2,1,1,1,3,1,2,55,8,2,1,2,5,8,1,2,5,2,2,2,1.424242424242424
201837,2,1,4,2,2,1,2,1,2,2,1,2,2,1,4,4,4,3,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,,,,,,2,4,1,3,1,1,2,2,2,1,3,1,1,34,8,1,1,13,1,9,1,1,2,3,3,3,2.454545454545455
208861,2,2,4,2,2,2,1,1,1,2,2,2,2,4,2,4,4,1,1,2,2,1,2,2,3,2,2,2,2,2,,,,,,2,1,2,2,2,2,4,2,4,2,2,3,1,1,3,3,2,1,43,1,1,5,2,2,7,1,2,3,3,8,2,3.727272727272727
201800,2,1,4,2,1,1,1,1,1,2,1,1,3,2,2,1,2,3,3,2,1,3,2,2,3,1,2,2,2,1,2,1,2,2,2,,,,,,1,2,2,4,1,2,3,1,1,1,3,1,2,85,4,2,1,1,3,4,1,2,3,3,2,2,2.212121212121212
205160,2,1,2,2,2,1,2,2,2,2,2,2,2,1,4,2,2,2,3,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,1,2,2,1,1,,,1,1,2,2,44,4,2,1,1,3,2,1,1,2,,3,2,5.636363636363637
202236,2,1,3,2,,,,,,,1,1,3,3,,3,2,3,1,,2,1,2,2,3,4,2,4,1,4,,,,,,4,4,4,4,4,2,3,,4,,,3,1,2,3,3,,1,40,8,2,2,1,2,9,1,3,4,3,5,3,2.636363636363636
207950,2,1,4,2,1,1,1,1,1,1,1,1,3,3,2,2,3,3,3,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,1,4,1,2,2,1,1,2,2,1,1,26,7,2,1,9,5,3,1,2,4,2,2,2,1.363636363636364
204437,2,1,3,2,2,1,2,2,2,2,2,2,2,1,4,2,1,1,3,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,,,,,,2,3,1,4,2,2,2,1,1,1,3,1,1,22,6,2,1,1,2,9,1,1,1,1,4,4,1.484848484848485
102598,1,1,1,2,1,1,2,1,1,1,1,1,3,4,,,4,3,3,2,2,2,3,1,3,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,4,2,2,2,1,1,1,2,1,2,31,8,2,1,2,3,7,1,3,5,3,4,2,2.666666666666667
101863,1,1,1,2,1,2,2,1,,2,2,1,2,4,1,2,4,2,1,1,1,2,2,1,3,1,2,2,2,1,2,2,2,2,2,,,,,,2,1,2,4,1,2,2,1,1,1,2,1,2,60,4,2,1,4,5,4,1,2,4,2,1,,2.878787878787879
206179,2,1,4,2,1,2,1,2,1,2,1,2,3,2,2,2,3,2,3,2,2,2,2,2,2,1,2,1,2,2,,,,,,2,2,2,1,2,1,2,1,4,1,1,2,1,1,1,2,1,1,41,7,2,1,1,2,9,1,2,3,2,5,2,2.333333333333334
100605,1,1,1,2,1,1,2,1,1,1,1,1,3,4,3,3,3,1,3,2,5,1,1,1,3,1,2,2,4,2,2,4,2,2,1,,,,,,1,1,1,4,1,2,4,1,1,1,3,1,2,75,6,2,1,1,6,6,1,2,4,2,1,,1
202581,2,1,3,2,1,1,1,1,1,2,1,1,1,1,1,3,2,3,3,2,2,2,2,1,3,2,2,1,1,1,,,,,,2,2,2,1,2,1,4,2,2,1,2,1,1,2,2,3,1,1,42,3,2,2,12,3,1,1,2,3,1,3,2,3.090909090909091
100162,1,1,3,2,2,1,2,2,2,2,2,2,2,3,3,2,4,2,3,1,1,1,2,2,3,1,2,2,2,2,,,,,,2,2,2,2,2,2,1,1,4,1,1,2,1,1,1,3,2,1,45,4,2,1,12,5,8,1,2,3,,5,2,2.363636363636364
204099,2,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,3,3,3,1,1,4,2,2,2,2,1,1,1,4,,,,,,1,4,1,1,1,2,4,1,3,2,1,4,2,2,2,3,2,1,54,6,2,1,1,2,,1,1,2,1,4,4,1.727272727272727
208762,2,1,3,2,2,1,2,2,2,2,2,2,2,2,3,4,2,2,1,2,1,2,2,2,3,1,2,1,1,2,,,,,,1,1,2,1,2,1,3,1,4,1,1,2,1,1,2,3,1,2,60,3,1,5,2,2,3,1,2,3,3,4,4,4.212121212121212
208145,2,1,3,2,1,1,1,2,1,1,1,1,3,3,2,3,2,3,3,2,2,1,3,2,2,,2,2,2,,2,,,,2,,,,,,1,4,2,4,,2,2,1,2,3,3,1,2,60,5,1,5,1,1,4,1,2,2,3,2,2,2.96969696969697
203532,2,1,3,2,1,2,1,,2,2,1,2,3,4,4,4,4,,1,2,2,1,3,2,3,4,4,4,4,4,,,,,,4,2,1,4,4,2,3,2,4,1,1,2,1,1,2,3,,1,36,5,2,2,12,4,4,3,4,3,3,4,2,3.515151515151515
103085,1,1,4,2,1,1,1,1,1,1,1,1,3,3,3,2,3,3,3,5,5,3,2,1,1,1,1,2,2,1,2,1,2,3,1,,,,,,1,2,2,4,1,2,3,1,1,2,3,1,1,71,3,2,4,8,2,9,2,3,2,3,2,2,4.636363636363636
202750,2,1,2,2,1,2,2,2,2,1,1,2,2,3,3,2,4,3,3,1,2,1,1,2,2,2,1,1,1,1,,,,,,2,1,2,4,2,1,4,1,2,1,2,3,1,1,1,1,2,2,55,3,2,1,12,4,2,3,3,4,3,1,,4.181818181818182
201564,2,1,2,2,1,1,1,2,1,1,1,1,3,4,3,2,4,1,3,2,2,1,2,1,3,1,4,4,4,4,,,,,,2,2,2,4,2,1,4,2,4,1,2,2,1,1,2,2,1,2,48,8,2,2,1,2,9,1,3,3,2,6,3,2.757575757575757
205098,2,1,3,2,1,2,1,2,1,1,1,2,2,4,2,1,4,3,3,1,5,1,1,2,2,1,2,2,2,1,2,1,2,2,2,,,,,,1,1,1,1,1,1,4,1,1,1,3,1,1,21,3,2,1,10,6,1,3,2,4,3,1,,3.363636363636364
202661,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,3,1,2,2,3,3,1,1,2,2,2,2,2,,,,,,2,2,2,2,,1,,2,4,2,2,2,1,1,2,3,,1,22,2,1,1,12,6,3,3,2,2,3,5,3,4.303030303030303
208286,2,1,3,2,2,1,2,2,2,2,,2,2,4,4,3,4,2,1,1,1,,1,,,2,1,1,1,1,,,,,,1,1,1,1,1,,3,1,1,1,1,,1,1,1,1,1,1,72,6,2,1,2,1,7,1,1,2,,2,2,1.242424242424242
103126,1,1,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,3,2,5,2,1,2,2,2,1,4,1,1,,,,,,1,3,1,1,1,2,2,1,4,1,1,2,1,1,2,3,1,1,43,6,2,1,1,3,7,1,3,3,1,5,3,2.454545454545455
202979,2,1,3,2,2,1,2,,2,,2,2,2,2,3,,3,,1,1,1,4,1,2,2,2,3,1,1,1,,,,,,1,1,2,1,1,2,,1,2,1,2,1,1,1,1,2,1,1,74,4,2,1,1,6,2,2,1,3,3,1,,3.151515151515151
204171,2,1,3,2,,,2,1,,1,1,1,1,4,2,2,4,2,3,2,2,2,2,1,3,2,2,2,4,2,2,2,2,2,1,,,,,,1,2,2,4,2,2,3,1,1,2,2,1,1,57,6,2,1,12,6,,1,2,4,2,3,2,1.303030303030303
205874,2,1,3,2,2,1,2,1,2,2,2,2,2,2,4,3,4,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,2,3,1,4,1,1,2,1,1,1,1,2,2,44,4,2,1,1,2,1,1,1,2,3,3,1,3.787878787878788
100663,1,1,4,2,2,1,2,2,2,2,,2,2,3,3,3,3,3,1,2,2,1,3,,3,1,2,2,2,2,,,,,,2,1,2,1,2,2,2,2,4,2,2,4,1,1,1,3,1,1,82,4,2,3,1,4,8,1,3,1,3,1,,1.696969696969697
102845,1,1,3,2,1,1,1,1,1,1,1,1,3,3,2,2,3,1,3,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,,,,,,1,2,2,4,1,2,2,1,1,1,2,1,1,38,6,2,1,2,4,8,1,2,3,2,3,2,1.787878787878788
203386,2,1,4,2,1,1,1,1,1,2,1,1,3,1,4,1,2,1,1,2,2,1,3,2,1,2,1,1,1,1,,,,,,1,1,1,1,1,2,1,2,4,1,2,4,2,2,2,2,1,2,53,5,2,1,2,3,3,1,1,3,3,3,2,3.848484848484848
204100,2,1,3,2,2,1,2,2,2,2,2,2,2,3,3,,3,1,1,2,5,2,1,2,2,2,4,1,4,4,4,1,4,2,4,,,,,,1,2,1,3,1,1,2,1,1,1,3,2,1,26,6,2,1,12,5,3,1,3,3,3,3,3,1.606060606060606
202803,2,1,3,2,2,2,2,,2,2,1,2,2,4,4,2,4,2,3,1,2,2,2,,1,2,1,1,2,2,1,2,2,2,1,,,,,,2,2,1,4,2,2,3,1,1,1,3,1,1,31,8,2,1,12,6,9,1,3,4,2,3,2,2
203653,2,1,4,2,1,1,1,1,2,1,1,1,1,4,1,4,2,1,1,1,2,1,1,1,3,1,2,2,2,2,,,,,,2,2,1,2,1,1,2,2,4,2,2,2,1,1,1,2,1,2,19,4,1,5,1,2,8,1,2,3,3,5,2,6.727272727272728
205646,2,1,1,2,1,2,1,1,2,1,1,1,3,3,2,2,2,1,3,1,2,1,2,2,2,1,2,2,2,2,,,,,,2,2,2,1,2,1,1,1,4,2,2,3,1,1,1,2,1,2,29,6,2,1,9,6,4,3,2,4,3,3,3,3.272727272727273
102703,1,1,3,2,1,1,2,1,1,1,1,1,3,3,2,3,3,3,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,2,1,1,2,1,1,1,2,1,2,34,4,2,1,12,4,7,1,2,3,2,3,2,3.575757575757575
100464,1,1,1,2,1,1,1,1,1,1,1,1,3,4,1,1,3,2,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,4,1,2,2,1,1,1,2,1,1,40,4,2,1,12,6,8,1,2,5,2,2,2,3.939393939393939
102947,1,1,4,2,2,1,2,2,2,2,2,2,2,3,4,3,3,3,2,2,1,2,1,2,2,2,4,1,4,1,,,,,,1,1,1,4,1,2,3,1,4,1,1,3,2,2,1,3,1,2,59,6,1,5,2,4,4,1,3,3,1,4,4,1.96969696969697
205257,2,1,3,2,1,1,1,1,1,1,2,1,3,4,1,2,4,2,3,2,2,1,2,1,1,1,2,2,2,2,,,,,,2,2,2,2,2,1,1,2,4,1,1,2,1,1,1,2,1,2,56,6,2,1,9,5,4,1,2,5,2,1,,2.484848484848484
204267,2,1,3,2,1,1,2,1,,1,1,1,3,2,,2,4,2,3,1,5,2,1,1,1,1,1,1,4,3,,,,,,,2,2,4,4,1,2,2,4,1,1,,1,1,1,2,1,1,84,8,2,1,2,5,9,1,1,3,2,2,2,1.242424242424242
101625,1,1,1,2,2,1,2,2,2,2,2,2,2,3,3,3,3,3,1,2,1,1,1,2,3,2,1,1,1,1,,,,,,1,1,1,1,,2,2,2,4,,,3,2,2,1,3,1,2,77,4,2,1,1,5,3,1,3,3,3,1,,2
101008,1,1,3,2,,,2,,2,2,,2,2,2,2,2,2,2,,1,2,2,3,,3,,,,,,,,,,,,,,,,,3,2,2,,1,,,,2,3,,2,62,3,2,1,1,1,,3,4,2,3,3,3,6.727272727272728
202580,2,1,2,2,1,2,1,1,1,1,1,1,3,4,2,2,3,2,3,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,,,,,,1,1,1,2,1,2,2,1,1,1,2,1,1,51,4,2,1,2,1,6,1,2,5,2,2,2,4.303030303030303
201242,2,1,4,2,1,1,1,1,2,2,2,2,3,4,2,1,1,1,2,2,2,1,1,1,3,2,2,2,2,2,2,1,2,2,2,,,,,,1,1,2,4,2,2,4,1,1,1,2,1,2,41,5,1,1,13,3,1,1,2,4,3,3,2,5.818181818181818
208180,2,1,3,2,1,2,1,1,2,2,1,2,2,3,3,2,4,2,3,2,2,2,3,2,2,4,4,4,4,4,,,,,,4,4,4,4,4,1,1,1,2,1,1,,1,1,1,1,2,2,50,6,2,1,1,1,8,1,3,3,,4,2,2.636363636363636
200980,2,1,3,2,1,2,1,2,1,1,1,2,3,4,3,2,4,3,3,1,2,1,3,,1,3,2,4,4,4,,,,,,2,2,4,4,4,1,1,1,4,1,1,2,1,1,1,3,2,1,24,6,2,1,9,6,2,3,3,4,2,2,2,1.515151515151515
100314,1,1,3,2,2,1,2,2,2,2,2,1,2,4,4,2,4,2,3,,5,3,2,1,3,4,4,4,4,4,4,4,,3,4,,,,,,2,3,1,1,1,2,2,,2,,3,2,1,61,3,2,1,12,5,5,1,3,2,3,2,2,3.696969696969697
103273,1,1,3,2,2,2,2,2,2,2,,1,2,2,3,,4,3,1,2,2,1,1,1,1,1,2,1,4,4,1,1,2,1,2,,,,,,1,1,1,4,1,2,3,1,1,1,3,1,2,39,5,2,1,2,4,9,3,3,3,1,3,3,2.818181818181818
100834,1,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2,3,1,3,1,5,1,2,2,3,1,1,2,2,2,,,,,,2,2,1,2,2,2,4,1,3,1,1,3,1,2,1,1,2,1,65,3,2,1,1,5,4,1,2,2,3,1,,1.484848484848485
204481,2,2,4,2,1,1,1,1,2,2,2,,3,,2,,,2,1,1,2,1,3,,2,2,1,1,1,1,2,2,2,1,2,,,,,,2,2,2,4,2,1,1,1,2,3,3,,2,32,3,1,1,2,2,1,3,1,2,3,5,2,6.727272727272728
204240,2,1,2,2,2,2,2,1,1,2,1,,,2,2,1,4,3,1,2,2,1,3,,,3,2,3,4,4,,,,,,1,4,2,2,4,2,1,2,1,1,2,4,1,1,1,3,1,2,26,6,2,1,1,3,3,1,3,3,3,3,1,1.606060606060606
207924,2,1,3,2,1,2,2,2,2,,2,2,,2,4,3,3,2,3,1,2,1,1,1,3,2,1,1,1,1,,1,,,,,,,,,,4,1,4,1,1,1,2,2,1,1,2,1,49,6,2,3,1,3,8,1,1,1,1,2,2,1.121212121212121
204824,2,1,2,2,2,1,2,2,,2,2,2,2,2,4,3,3,3,3,1,1,3,1,2,2,2,1,2,1,1,,,,,,1,1,1,1,1,2,4,1,3,1,1,3,1,1,1,3,1,1,45,5,2,1,1,1,8,1,1,2,1,4,4,2.484848484848484
206598,2,1,1,2,1,2,1,1,1,,2,1,2,2,2,,2,1,3,2,2,2,3,2,2,2,1,2,1,2,,,,,,2,1,2,2,1,1,2,2,4,2,2,2,2,2,3,3,2,2,24,8,2,3,9,2,1,3,3,4,3,4,4,3.666666666666667
100354,1,1,2,2,1,1,2,1,1,1,1,1,3,4,2,2,4,2,1,2,2,1,3,,1,1,2,2,2,2,,,,,,2,2,2,2,2,1,2,2,4,2,2,1,1,1,1,2,1,2,49,4,2,2,11,6,1,2,2,4,2,2,1,2
100802,1,1,3,2,2,1,2,2,2,,,2,2,4,4,3,4,2,3,1,5,1,1,2,2,2,,4,4,4,,,,,,1,,3,4,1,,3,1,3,2,2,3,1,1,1,1,1,1,64,3,2,1,1,4,3,1,4,2,1,2,2,2.151515151515151
101348,1,1,3,2,1,1,2,1,1,1,1,1,,4,1,,4,2,3,2,2,1,1,1,3,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,2,1,2,3,1,1,1,2,1,2,24,6,2,1,2,2,7,1,2,5,2,5,4,1.848484848484848
100045,1,1,3,2,2,1,2,2,2,2,2,2,2,2,4,4,4,3,1,2,1,1,2,2,2,2,2,1,1,1,,,,,,1,1,1,1,1,2,3,1,1,1,1,3,1,1,1,3,1,1,29,3,1,1,13,2,8,1,1,2,3,4,1,2.515151515151515
102343,1,1,1,2,2,1,2,2,2,2,2,2,2,4,4,4,4,3,1,1,1,2,1,2,2,2,4,4,4,4,,,,,,4,4,4,4,1,2,4,1,1,2,2,4,2,2,1,3,1,1,67,6,2,1,13,1,7,1,1,1,1,2,1,1.060606060606061
200018,2,1,1,2,,,1,1,2,2,,,3,,2,,2,2,3,2,1,2,3,2,1,1,1,1,2,2,,,,,,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,3,2,1,22,3,2,1,1,4,3,1,3,2,3,2,2,3.878787878787879
205378,2,1,3,2,2,1,2,2,1,1,1,2,2,3,2,4,4,2,3,2,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,,,,,,1,3,1,1,2,1,3,2,1,1,2,1,2,63,3,2,1,1,2,4,3,3,3,3,1,,1.757575757575757
102125,1,1,1,2,2,1,2,1,2,2,1,2,2,3,3,2,2,3,1,1,1,1,1,2,2,2,2,1,1,1,,,,,,1,1,1,1,1,1,2,2,4,1,2,3,1,1,2,3,1,2,41,5,2,1,2,3,7,1,3,3,1,5,2,4.393939393939394
203742,2,1,4,2,1,2,1,1,1,1,1,1,2,3,2,2,3,2,3,2,1,3,1,1,3,3,2,1,2,2,2,1,2,2,1,,,,,,1,2,2,1,1,2,2,1,1,1,3,1,1,62,8,2,1,1,5,5,1,1,3,2,1,,1
202330,2,1,1,2,2,1,2,2,2,2,1,2,2,3,4,2,3,2,3,1,1,2,1,1,3,2,1,1,4,1,,,,,,1,4,1,1,2,2,2,2,4,1,2,2,1,1,1,3,1,1,61,8,2,1,12,4,8,1,1,3,3,2,2,1.727272727272727
101720,1,1,1,2,1,2,1,1,1,1,1,1,2,4,3,4,4,1,1,2,2,1,1,,3,1,2,2,4,2,4,4,2,2,2,,,,,,1,4,1,4,2,1,3,1,1,1,2,1,1,84,8,2,1,5,3,8,1,3,3,2,1,,1.303030303030303
205464,2,1,1,2,1,2,2,1,1,1,2,2,2,2,3,3,3,2,3,1,1,4,1,2,3,2,2,1,4,4,2,4,4,2,2,,,,,,1,2,2,4,1,2,,1,1,1,1,1,1,30,8,2,1,13,1,3,1,4,3,2,1,,2.696969696969697
207890,2,1,3,2,1,1,1,1,1,2,,,,4,2,2,,3,,1,2,2,3,,1,1,2,2,4,2,,,,,,2,2,2,2,1,1,1,2,4,2,,2,1,1,3,2,1,2,36,5,2,1,10,3,4,1,3,5,3,3,3,4.696969696969697
103138,1,1,3,2,2,1,2,2,2,2,2,2,2,3,4,3,3,2,3,1,1,2,1,2,3,2,1,1,1,2,2,2,2,2,2,,,,,,2,3,1,3,1,1,2,2,2,1,3,2,1,58,8,2,1,13,3,8,1,3,2,1,2,2,1.545454545454545
201389,2,1,2,2,2,1,2,2,2,2,2,2,2,3,4,2,3,2,3,1,1,2,1,2,2,2,1,1,4,4,,,,,,1,1,1,1,1,2,2,1,4,2,1,2,,1,1,3,1,1,72,8,2,1,1,5,7,1,1,2,1,2,2,1.090909090909091
102556,1,1,3,2,2,1,2,2,2,2,,2,2,3,3,2,3,2,3,5,5,2,1,2,3,2,1,1,4,1,,,,,,1,1,4,1,1,2,2,2,4,1,1,2,2,2,1,3,1,2,72,4,2,1,1,5,6,1,3,2,3,2,2,2.363636363636364
205122,2,1,1,2,2,1,1,2,2,2,2,2,2,2,3,3,3,3,3,1,1,3,2,2,3,2,1,1,1,1,1,1,2,1,2,,,,,,2,3,1,2,1,1,3,1,1,1,3,2,1,20,4,2,1,13,2,8,3,1,2,3,3,3,3.606060606060606
102050,1,1,3,2,1,2,2,,1,1,,1,3,3,2,2,4,2,1,,2,2,1,1,3,1,2,,2,,,,,,,2,2,2,1,1,1,4,,1,2,2,3,,1,1,3,2,2,66,3,1,1,1,3,3,,3,3,2,3,2,1.818181818181818
200535,2,1,2,2,2,1,2,,2,2,2,2,2,,4,3,3,3,3,1,2,3,1,2,3,2,1,1,1,1,,,,,,1,1,4,1,1,2,2,2,1,1,1,3,1,1,1,3,1,1,62,6,2,1,1,5,8,1,1,3,2,3,3,1.454545454545454
202448,2,1,3,2,1,2,1,1,1,1,,1,3,4,3,2,4,2,3,2,2,3,2,1,3,1,2,1,2,2,,,,,,1,2,2,1,2,1,1,2,4,1,2,3,1,1,1,3,1,1,36,6,2,1,12,4,,1,3,3,2,2,2,2.212121212121212
102287,1,1,4,2,2,1,2,2,2,2,2,2,2,3,3,3,3,2,3,1,1,2,1,2,2,2,2,1,1,1,,,,,,1,1,1,1,1,2,2,1,3,1,2,2,2,2,1,3,1,2,73,8,2,1,10,6,8,1,1,3,1,2,2,1.424242424242424
203125,2,1,2,2,2,1,2,2,2,2,2,2,2,2,4,4,4,3,3,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,,,,,,2,3,1,4,1,1,2,1,2,1,1,1,1,74,3,2,1,1,2,4,1,3,2,1,2,2,2.606060606060606
203679,2,1,3,2,2,2,1,1,2,2,1,2,2,3,4,2,4,2,3,2,5,1,1,1,2,2,1,1,4,1,,,,,,1,2,1,1,1,2,2,1,3,1,2,2,1,1,1,3,1,1,60,6,1,1,1,4,9,1,1,2,2,2,2,1.121212121212121
101462,1,1,2,2,2,1,2,2,2,2,2,2,2,2,3,4,3,3,1,2,2,1,2,2,2,2,1,1,4,1,1,1,1,1,1,,,,,,2,3,1,2,1,2,2,1,1,1,3,2,2,39,8,2,1,13,2,8,1,1,2,1,5,2,1.757575757575757
206722,2,1,1,2,1,1,1,1,1,1,1,1,3,4,2,2,4,2,3,2,2,1,2,1,1,1,2,2,2,2,,,,,,2,2,2,2,2,1,1,2,4,1,2,1,1,2,1,2,1,1,61,6,1,1,2,4,6,1,3,4,2,2,2,1.454545454545454
100639,1,1,3,2,2,1,2,2,2,2,2,2,2,2,3,,3,3,3,2,2,2,2,,3,2,1,1,1,1,,,,,,1,1,2,1,1,2,2,1,,1,2,3,1,1,2,3,2,2,54,6,2,,2,1,,1,1,3,3,4,3,3.121212121212121
203228,2,1,4,2,1,2,2,1,1,2,1,1,3,4,4,2,4,2,3,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,,,,,,2,1,1,4,1,1,2,1,1,1,3,2,2,58,6,2,1,1,4,3,1,3,3,3,1,,1
205823,2,1,3,2,2,2,2,2,2,2,2,2,3,3,2,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,,,,,,1,3,1,4,2,2,2,2,2,2,3,2,1,18,3,2,2,12,,2,3,3,3,3,4,3,3.909090909090909
100707,1,1,4,2,1,2,2,1,1,1,1,1,3,2,2,2,3,1,1,2,1,1,2,1,3,1,2,1,2,2,,,,,,2,2,1,2,2,1,2,2,4,2,1,2,1,1,1,2,1,2,62,3,2,5,12,5,5,3,3,4,3,2,2,3.96969696969697
100676,1,2,3,2,2,2,1,2,1,2,2,2,3,,,,,1,3,2,1,1,2,2,3,2,2,1,1,1,,,,,,2,2,2,2,1,2,,2,4,1,2,2,1,2,2,3,2,1,33,1,1,5,2,5,2,3,3,5,3,7,2,6.606060606060606
206400,2,1,4,2,1,1,2,1,1,1,1,1,3,4,2,4,4,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,4,1,2,3,1,1,1,2,1,2,69,6,2,1,9,6,7,1,2,5,2,4,3,1.545454545454545
204683,2,1,4,2,2,1,2,,2,2,,2,2,3,3,,4,3,3,1,5,4,2,,,2,2,1,1,1,1,4,2,1,1,,,,,,2,3,,4,1,2,4,1,1,1,3,,1,57,5,2,1,1,2,6,1,1,2,3,2,2,6.515151515151515
205056,2,1,1,2,2,1,2,2,2,2,2,2,3,3,3,3,4,3,3,2,2,2,3,,3,2,4,1,4,1,,,,,,1,2,1,1,1,2,4,1,1,1,1,2,1,1,3,3,1,1,49,5,2,1,1,2,3,1,1,2,1,4,3,4.454545454545454
205672,2,1,2,2,2,2,2,1,2,2,1,1,3,3,3,2,3,1,3,1,1,3,2,1,3,1,1,1,1,1,,,,,,1,1,1,1,1,2,2,1,3,1,1,3,1,1,1,3,1,1,63,3,2,1,2,5,3,1,3,2,1,4,3,2.909090909090909
206909,2,1,3,2,2,1,2,2,2,2,2,2,2,2,4,3,2,3,,,2,2,2,,2,,4,1,1,1,,,,,,1,1,1,1,1,2,4,1,2,,2,2,,,1,3,,2,78,6,2,1,1,1,1,1,1,2,3,2,2,1.333333333333333
201638,2,1,4,2,1,2,1,1,2,2,1,2,3,3,4,2,4,2,1,1,2,1,3,1,1,1,2,2,2,1,2,1,1,2,1,,,,,,2,1,1,4,1,1,2,1,2,3,3,,1,30,2,2,1,10,6,4,2,3,4,3,2,2,3.545454545454545
207827,2,1,3,2,1,1,1,1,1,1,2,1,3,4,2,2,4,2,3,2,2,2,2,1,1,1,2,2,2,2,,,,,,2,2,2,2,2,1,1,2,4,2,2,3,1,1,1,2,1,2,36,6,2,1,1,2,7,3,2,4,2,5,2,2.696969696969697
207373,2,1,2,2,1,2,1,1,1,1,1,1,3,4,2,2,4,2,3,1,2,2,2,1,1,1,2,2,2,2,,,,,,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,50,5,2,1,12,6,8,1,2,3,2,5,2,3.545454545454545
100337,1,1,1,2,,,1,2,2,2,2,2,2,4,3,3,3,3,1,2,2,3,3,,,1,2,1,,1,1,1,1,2,1,,,,,,1,2,2,4,,2,3,2,2,3,3,1,2,75,2,2,1,1,6,2,3,2,3,3,1,,5.96969696969697
103355,1,1,3,2,2,1,2,2,2,2,2,2,2,4,4,3,4,3,3,1,1,2,2,2,2,2,4,4,4,1,,,,,,1,1,1,4,1,2,4,1,1,1,1,3,,1,1,3,2,1,70,6,2,1,2,5,6,1,1,1,1,2,2,1.242424242424242
100937,1,1,1,2,1,1,2,1,1,1,1,,3,3,2,3,3,2,3,2,5,1,2,,1,2,2,2,2,,,,,,,2,2,2,2,2,1,2,2,1,,,1,1,1,2,2,1,1,85,5,2,1,2,5,9,1,2,3,1,2,2,2.909090909090909
